CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,HasBalance,ActiveBalance,InactiveHighBalance,Geography_Germany,Geography_Spain,Gender_Male,AgeGroup_30_39,AgeGroup_40_49,AgeGroup_50_59,AgeGroup_60_plus,LogCustomerValue
550,39,2,116120.19,2,1,1,195638.13,0,1,116120.19,0,0,1,1,1,0,0,0,12.355532540809689
670,33,1,0.0,2,1,1,86413.11,0,0,0.0,0,0,0,1,1,0,0,0,0.0
592,31,2,84102.11,2,0,1,116385.24,0,1,84102.11,0,0,0,0,1,0,0,0,12.032940060522185
589,50,4,0.0,2,0,1,182076.97,0,0,0.0,0,0,0,0,0,0,1,0,0.0
725,33,4,0.0,1,1,1,67879.8,0,0,0.0,0,0,0,0,1,0,0,0,0.0
570,43,9,0.0,2,0,1,11417.26,0,0,0.0,0,0,0,0,0,1,0,0,0.0
575,46,1,0.0,2,1,1,65998.26,0,0,0.0,0,0,0,1,0,1,0,0,0.0
501,25,6,104013.79,1,1,0,114774.35,0,1,0.0,1,1,0,1,0,0,0,0,11.55228837955087
431,42,8,120822.86,2,1,0,126153.24,0,1,0.0,1,1,0,1,0,1,0,0,12.395232103831225
719,40,4,128389.12,1,1,1,176091.31,0,1,128389.12,0,0,1,1,0,1,0,0,11.762828720236923
850,36,7,102800.72,1,1,1,87352.43,0,1,102800.72,0,1,0,1,1,0,0,0,11.540557363380742
554,31,6,135470.9,1,1,0,107074.81,0,1,0.0,1,1,0,0,1,0,0,0,11.81651951772187
418,36,7,90145.04,1,1,1,69157.93,0,1,90145.04,0,0,0,1,1,0,0,0,11.409186300877968
715,31,7,0.0,1,1,1,149970.59,0,0,0.0,0,0,1,1,1,0,0,0,0.0
750,33,3,161801.47,1,0,1,153288.97,1,1,161801.47,0,0,1,0,1,0,0,0,11.994131549250206
766,37,2,99660.13,2,0,1,147700.78,0,1,99660.13,0,1,0,1,1,0,0,0,12.202673173868437
652,38,6,123081.84,2,1,1,188657.97,0,1,123081.84,0,0,1,0,1,0,0,0,12.413756021839896
658,42,8,102870.93,1,0,1,103764.55,1,1,102870.93,0,0,0,1,0,1,0,0,11.541240095492777
659,37,1,151105.68,1,1,1,140934.57,0,1,151105.68,0,0,0,0,1,0,0,0,11.92574135641666
574,35,5,163856.76,1,1,1,15118.2,0,1,163856.76,0,1,0,1,1,0,0,0,12.006754013396094
611,38,7,0.0,1,1,1,63202.0,0,0,0.0,0,0,0,1,1,0,0,0,0.0
738,35,8,127290.61,1,1,0,16081.62,0,1,0.0,1,0,1,1,1,0,0,0,11.75423587506794
571,49,4,180614.04,1,0,0,523.0,0,1,0.0,1,0,0,1,0,1,0,0,12.104123194459953
686,44,7,55053.62,1,1,0,181757.19,0,1,0.0,1,0,0,0,0,1,0,0,10.91608106233515
679,33,4,96110.22,1,1,0,1173.23,0,1,0.0,1,0,1,1,1,0,0,0,11.473261341525133
617,46,3,106521.49,1,0,1,86587.37,0,1,106521.49,0,0,1,0,0,1,0,0,11.576111415546508
673,39,7,82255.51,2,1,0,109545.56,0,1,0.0,1,0,0,1,1,0,0,0,12.010738916426902
745,33,1,0.0,2,1,1,174431.01,0,0,0.0,0,0,0,0,1,0,0,0,0.0
677,26,3,102395.79,1,1,0,119368.99,0,1,0.0,1,1,0,0,0,0,0,0,11.536610643439946
613,39,8,118201.41,1,1,0,23315.59,0,1,0.0,1,0,1,1,1,0,0,0,11.680153772917174
576,55,6,44582.07,3,0,1,67539.85,1,1,44582.07,0,0,0,0,0,0,1,0,11.8037068047276
584,30,5,0.0,2,1,1,185201.58,0,0,0.0,0,0,1,0,1,0,0,0,0.0
663,22,6,0.0,2,0,1,131827.15,0,0,0.0,0,0,0,1,0,0,0,0,0.0
466,26,9,105522.06,1,1,0,10842.46,0,1,0.0,1,0,0,1,0,0,0,0,11.566684786212576
510,50,7,123936.54,1,1,1,23768.01,0,1,123936.54,0,1,0,0,0,0,1,0,11.727533008005418
619,38,6,0.0,2,1,1,117616.29,0,0,0.0,0,0,1,0,1,0,0,0,0.0
696,66,7,119499.42,2,1,1,174027.3,0,1,119499.42,0,1,0,0,0,0,0,1,12.384218161457357
554,44,9,135814.7,2,0,0,115091.38,0,1,0.0,1,0,0,0,0,1,0,0,12.512197597710866
595,52,9,0.0,1,1,1,106340.66,1,0,0.0,0,0,0,1,0,0,1,0,0.0
659,39,8,106259.63,2,1,1,198103.32,0,1,106259.63,0,1,0,1,1,0,0,0,12.266792603978399
662,44,8,0.0,2,1,1,175314.87,0,0,0.0,0,0,0,1,0,1,0,0,0.0
556,38,2,115463.16,1,1,0,150679.65,0,1,0.0,1,0,1,1,1,0,0,0,11.656715457759736
701,39,9,0.0,2,1,1,110043.88,0,0,0.0,0,0,1,0,1,0,0,0,0.0
587,42,5,120233.83,1,1,0,194890.33,0,1,0.0,1,0,1,1,0,1,0,0,11.697202026163788
571,47,7,0.0,2,0,0,112366.98,0,0,0.0,0,0,0,0,0,1,0,0,0.0
539,40,7,81132.21,1,1,0,167289.82,0,1,0.0,1,0,0,0,0,1,0,0,11.303847650734829
644,34,10,122196.99,2,1,1,182099.71,0,1,122196.99,0,1,0,0,1,0,0,0,12.406540965970427
572,39,4,112290.22,1,1,0,49373.97,1,1,0.0,1,1,0,1,1,0,0,0,11.628850954232828
753,50,4,0.0,2,1,1,861.4,0,0,0.0,0,0,0,0,0,0,1,0,0.0
706,35,5,0.0,2,1,1,81718.37,0,0,0.0,0,0,0,1,1,0,0,0,0.0
588,44,8,154409.74,1,1,0,49324.03,1,1,0.0,1,0,0,1,0,1,0,0,11.94737147373915
825,32,9,0.0,2,0,0,9751.03,0,0,0.0,0,0,0,1,1,0,0,0,0.0
627,48,1,132759.8,1,1,0,78899.22,0,1,0.0,1,0,1,1,0,1,0,0,11.796304291727175
532,60,5,76705.87,2,0,1,13889.73,0,1,76705.87,0,0,0,1,0,0,0,1,11.94088721531422
764,44,1,0.0,2,1,1,11467.38,0,0,0.0,0,0,0,0,0,1,0,0,0.0
700,36,4,0.0,2,1,0,130789.15,0,0,0.0,0,0,0,0,1,0,0,0,0.0
660,41,3,0.0,2,1,1,108665.89,0,0,0.0,0,0,0,1,0,1,0,0,0.0
518,29,9,125961.74,2,1,0,160303.08,1,1,0.0,1,1,0,1,0,0,0,0,12.436884639040093
557,39,7,49572.73,1,1,0,115287.99,1,1,0.0,1,0,0,0,1,0,0,0,10.811216335308973
639,35,1,103015.12,2,1,1,139094.12,0,1,103015.12,0,0,0,0,1,0,0,0,12.235783086759383
557,24,4,0.0,1,0,0,20515.72,0,0,0.0,0,0,0,0,0,0,0,0,0.0
633,32,1,104001.38,1,0,1,36642.65,0,1,104001.38,0,0,0,0,1,0,0,0,11.552169062477045
623,50,2,87116.71,1,1,1,104382.11,0,1,87116.71,0,0,1,0,0,0,1,0,11.375015471678266
611,68,5,82547.11,2,1,1,146448.01,0,1,82547.11,0,0,0,1,0,0,0,1,12.014277677338885
666,47,5,0.0,1,0,0,166650.9,1,0,0.0,0,0,1,0,0,1,0,0,0.0
521,27,4,121325.84,1,1,1,164223.7,1,1,121325.84,0,0,0,1,0,0,0,0,11.706243340035194
775,28,9,111167.7,1,1,0,149331.01,0,1,0.0,1,0,0,1,0,0,0,0,11.618804146357002
681,48,5,139714.4,2,0,0,73066.72,0,1,0.0,1,1,0,1,0,1,0,0,12.540506377239938
564,32,10,139875.2,2,1,0,15378.23,0,1,0.0,1,1,0,0,1,0,0,0,12.541656630629925
646,44,2,113063.83,1,0,0,53072.49,1,1,0.0,1,1,0,0,0,1,0,0,11.635716649996064
670,50,8,138340.06,1,0,1,3159.15,0,1,138340.06,0,0,0,0,0,0,1,0,11.837477364406556
751,43,1,114974.24,1,1,0,125920.54,0,1,0.0,1,0,0,1,0,1,0,0,11.652472079816253
544,33,6,0.0,2,1,1,124113.04,0,0,0.0,0,0,0,0,1,0,0,0,0.0
639,38,5,0.0,2,0,0,93716.38,0,0,0.0,0,0,0,0,1,0,0,0,0.0
635,65,5,117325.54,1,1,0,155799.86,1,1,0.0,1,1,0,0,0,0,0,1,11.672716266508713
672,28,6,0.0,1,0,1,8814.69,0,0,0.0,0,0,0,0,0,0,0,0,0.0
639,35,8,0.0,1,0,0,164453.98,0,0,0.0,0,0,0,0,1,0,0,0,0.0
697,25,1,0.0,2,0,0,87803.32,0,0,0.0,0,0,0,0,0,0,0,0,0.0
850,44,8,0.0,2,1,1,183617.32,0,0,0.0,0,0,1,1,0,1,0,0,0.0
748,34,8,0.0,2,1,0,53584.03,0,0,0.0,0,0,0,0,1,0,0,0,0.0
463,35,2,0.0,2,1,1,1950.93,0,0,0.0,0,0,1,0,1,0,0,0,0.0
572,30,6,0.0,1,0,1,175025.27,0,0,0.0,0,0,0,0,1,0,0,0,0.0
741,50,1,78737.61,1,1,1,13018.96,0,1,78737.61,0,0,1,1,0,0,1,0,11.273888911306607
646,25,5,182876.88,2,1,1,42537.59,1,1,182876.88,0,0,1,1,0,0,0,0,12.809718333151752
805,50,9,130023.38,1,1,0,62989.82,1,1,0.0,1,1,0,1,0,0,1,0,11.775477250316118
637,36,2,152606.82,1,1,1,71692.8,0,1,152606.82,0,0,0,1,1,0,0,0,11.9356266416047
651,28,7,0.0,2,1,0,823.96,0,0,0.0,0,0,0,1,0,0,0,0,0.0
672,28,4,167268.98,1,1,1,169469.3,0,1,167268.98,0,0,0,1,0,0,0,0,12.02736443273888
493,54,3,167831.88,2,1,0,150159.95,1,1,0.0,1,0,0,1,0,0,1,0,12.723868202778126
524,29,9,144287.6,2,1,0,32063.3,0,1,0.0,1,1,0,1,0,0,0,0,12.572714454838843
624,45,5,151855.33,1,1,0,68794.15,0,1,0.0,1,1,0,0,0,1,0,0,11.930690155479281
569,51,3,0.0,3,1,0,75084.96,1,0,0.0,0,0,1,0,0,0,1,0,0.0
677,27,2,0.0,2,0,1,114685.92,0,0,0.0,0,0,0,0,0,0,0,0,0.0
464,37,4,155994.15,1,0,0,143665.44,0,1,0.0,1,1,0,1,1,0,0,0,11.957580196004788
718,26,7,147527.03,1,0,0,51099.56,0,1,0.0,1,1,0,1,0,0,0,0,11.901773470606162
594,53,4,0.0,1,1,0,5408.74,1,0,0.0,0,0,0,0,0,0,1,0,0.0
574,33,8,100267.03,1,1,0,103006.27,0,1,0.0,1,0,0,1,1,0,0,0,11.51560217937174
478,48,0,83287.05,2,0,1,44147.95,1,1,83287.05,0,0,1,1,0,1,0,0,12.02320153776074
615,41,4,0.0,1,0,1,149278.96,0,0,0.0,0,0,1,1,0,1,0,0,0.0
651,45,4,0.0,2,0,0,193009.21,0,0,0.0,0,0,1,1,0,1,0,0,0.0
465,53,1,117438.17,1,0,0,74898.8,1,1,0.0,1,1,0,1,0,0,1,0,11.673675776384677
558,56,7,121235.05,2,1,1,116253.1,0,1,121235.05,0,0,0,0,0,0,1,0,12.398637807000007
540,37,3,129965.18,1,0,0,19374.08,0,1,0.0,1,1,0,1,1,0,0,0,11.775029541745683
568,46,8,150836.92,1,0,0,64516.8,1,1,0.0,1,1,0,1,0,1,0,0,11.923961161831448
630,31,0,0.0,2,1,1,34475.14,0,0,0.0,0,0,0,1,1,0,0,0,0.0
523,60,1,163894.35,1,0,1,57061.71,0,1,163894.35,0,1,0,1,0,0,0,1,12.006983393371558
678,48,2,0.0,2,1,1,32301.88,0,0,0.0,0,0,0,0,0,1,0,0,0.0
438,38,2,0.0,2,1,0,136859.55,0,0,0.0,0,0,0,1,1,0,0,0,0.0
544,44,1,0.0,2,0,0,69244.24,0,0,0.0,0,0,0,1,0,1,0,0,0.0
595,34,2,87967.42,2,0,1,156309.52,0,1,87967.42,0,1,0,1,1,0,0,0,12.077874662102897
678,26,3,0.0,2,1,0,4989.33,0,0,0.0,0,0,0,1,0,0,0,0,0.0
850,36,6,0.0,2,1,1,190194.95,0,0,0.0,0,0,0,0,1,0,0,0,0.0
589,20,2,121093.29,2,1,0,3529.72,0,1,0.0,1,1,0,0,0,0,0,0,12.39746782885233
785,31,2,121691.54,2,0,0,81778.72,0,1,0.0,1,0,1,0,1,0,0,0,12.40239605065857
563,57,6,0.0,2,1,1,39297.48,0,0,0.0,0,0,1,1,0,0,1,0,0.0
602,39,6,154121.32,2,1,0,176614.86,1,1,0.0,1,0,0,0,1,0,0,0,12.63864578821033
591,29,6,0.0,2,1,1,108684.65,0,0,0.0,0,0,0,1,0,0,0,0,0.0
643,43,1,0.0,2,1,1,145764.4,0,0,0.0,0,0,1,1,0,1,0,0,0.0
605,32,5,0.0,2,1,1,42135.28,0,0,0.0,0,0,0,0,1,0,0,0,0.0
755,43,6,165048.5,3,1,0,16929.41,1,1,0.0,1,1,0,1,0,1,0,0,13.112608957359384
769,38,6,0.0,2,0,0,104393.78,0,0,0.0,0,0,1,1,1,0,0,0,0.0
620,33,9,127638.35,1,1,1,192717.57,0,1,127638.35,0,0,0,0,1,0,0,0,11.756963987931705
725,31,8,0.0,2,1,1,59650.42,0,0,0.0,0,0,0,1,1,0,0,0,0.0
818,72,8,135290.42,2,1,1,63729.72,0,1,135290.42,0,1,0,0,0,0,0,1,12.508329882341194
624,71,4,170252.05,3,1,1,73679.59,1,1,170252.05,0,0,0,0,0,0,0,1,13.14364951160293
669,35,4,108269.2,2,1,0,174969.92,0,1,0.0,1,1,0,0,1,0,0,0,12.285527796010399
712,32,1,0.0,2,1,0,1703.58,0,0,0.0,0,0,0,0,1,0,0,0,0.0
603,35,9,145623.36,1,1,0,163181.62,0,1,0.0,1,1,0,0,1,0,0,0,11.88878570844266
597,41,4,145809.53,2,1,1,52319.26,0,1,145809.53,0,0,0,0,0,1,0,0,12.58320706961746
580,76,2,130334.84,2,1,1,51672.08,0,1,130334.84,0,1,0,1,0,0,0,1,12.471013127160251
718,39,3,0.0,2,1,1,145355.11,0,0,0.0,0,0,0,0,1,0,0,0,0.0
527,53,8,0.0,1,1,1,51711.57,0,0,0.0,0,0,1,1,0,0,1,0,0.0
729,42,1,0.0,2,1,1,149535.97,0,0,0.0,0,0,1,0,0,1,0,0,0.0
746,24,4,0.0,1,0,1,94105.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
699,54,3,111009.32,1,1,1,155905.79,1,1,111009.32,0,1,0,0,0,0,1,0,11.617378448945725
759,46,2,0.0,1,1,1,138380.11,0,0,0.0,0,0,0,0,0,1,0,0,0.0
748,39,3,157371.54,1,0,1,97734.3,0,1,157371.54,0,0,0,0,1,0,0,0,11.966371139770942
698,63,5,0.0,1,1,1,173576.71,0,0,0.0,0,0,1,0,0,0,0,1,0.0
686,37,9,134560.62,1,1,0,27596.39,0,1,0.0,1,0,0,1,1,0,0,0,11.809777514373305
679,40,1,0.0,1,1,1,16897.19,0,0,0.0,0,0,0,1,0,1,0,0,0.0
682,36,5,72373.62,2,1,0,36895.99,0,1,0.0,1,1,0,1,1,0,0,0,11.882751236466676
778,34,7,109564.1,1,0,1,113046.81,0,1,109564.1,0,0,0,0,1,0,0,0,11.60427417212931
742,25,4,132116.13,2,1,0,129933.5,0,1,0.0,1,0,0,0,0,0,0,0,12.484587552624616
649,24,7,101195.23,1,0,0,133091.32,0,1,0.0,1,1,0,1,0,0,0,0,11.524816782177167
763,67,1,149436.73,2,0,1,106282.74,0,1,149436.73,0,0,0,1,0,0,0,1,12.607778897983586
595,30,9,130682.11,2,1,1,57862.88,0,1,130682.11,0,1,0,1,1,0,0,0,12.473674018527296
628,51,10,115280.49,2,0,0,12628.61,1,1,0.0,1,1,0,0,0,0,1,0,12.348274998982733
625,36,8,129944.39,2,0,0,198914.8,0,1,0.0,1,0,0,0,1,0,0,0,12.468012897039952
733,36,5,0.0,2,1,1,109127.54,0,0,0.0,0,0,0,1,1,0,0,0,0.0
665,32,10,0.0,1,1,1,22487.45,0,0,0.0,0,0,1,0,1,0,0,0,0.0
805,56,6,151802.29,1,1,0,46791.09,1,1,0.0,1,1,0,1,0,0,1,0,11.930340816963087
725,38,6,0.0,2,1,1,158697.28,0,0,0.0,0,0,0,1,1,0,0,0,0.0
554,38,3,138731.95,1,1,1,194138.36,0,1,138731.95,0,0,0,0,1,0,0,0,11.840306141175079
675,35,8,155621.08,1,0,1,35177.31,0,1,155621.08,0,0,1,0,1,0,0,0,11.955185782972872
556,54,4,150005.38,1,1,0,157015.5,1,1,0.0,1,0,0,0,0,0,1,0,11.91843310550721
635,48,2,0.0,2,1,1,136551.25,0,0,0.0,0,0,1,0,0,1,0,0,0.0
601,47,1,64430.06,2,0,1,96517.97,0,1,64430.06,0,0,0,1,0,1,0,0,11.766490514258152
600,53,7,106261.63,1,1,0,93629.66,1,1,0.0,1,1,0,1,0,0,1,0,11.573668950310351
758,40,3,0.0,2,0,0,96097.65,0,0,0.0,0,0,1,1,0,1,0,0,0.0
606,41,4,132670.53,1,1,0,156476.36,1,1,0.0,1,1,0,0,0,1,0,0,11.795631653218024
640,67,3,0.0,1,0,1,42964.63,0,0,0.0,0,0,0,0,0,0,0,1,0.0
753,38,1,117314.92,1,1,0,122021.33,1,1,0.0,1,1,0,0,1,0,0,0,11.672625745807496
559,38,3,145874.35,1,1,0,56311.39,1,1,0.0,1,0,1,1,1,0,0,0,11.890507768900461
754,50,7,146777.44,2,0,1,150685.52,0,1,146777.44,0,0,1,0,0,0,1,0,12.589823291950893
621,51,4,109978.83,1,0,0,177740.58,1,1,0.0,1,1,0,1,0,0,1,0,11.608052264325023
654,37,5,0.0,1,0,1,71492.28,0,0,0.0,0,0,0,0,1,0,0,0,0.0
650,24,8,108881.73,1,1,0,104492.83,0,1,0.0,1,0,1,1,0,0,0,0,11.5980267104864
831,44,10,0.0,1,0,1,47729.33,0,0,0.0,0,0,1,0,0,1,0,0,0.0
519,39,2,112957.26,2,1,0,97593.16,0,1,0.0,1,0,0,1,1,0,0,0,12.327916403062067
552,42,8,103362.14,1,0,1,186869.58,1,1,103362.14,0,1,0,0,0,1,0,0,11.546003697811955
577,41,4,89015.61,1,0,1,135227.23,0,1,89015.61,0,0,1,1,0,1,0,0,11.396578260514694
576,45,5,133618.01,1,0,0,135244.87,0,1,0.0,1,0,1,1,0,1,0,0,11.802747820381523
646,40,5,93680.43,2,1,1,179473.26,0,1,93680.43,0,0,0,1,0,1,0,0,12.140797106194736
711,45,1,97486.15,2,1,0,50610.62,0,1,0.0,1,1,0,0,0,1,0,0,12.18061790509414
806,37,2,137794.18,2,0,1,75232.02,0,1,137794.18,0,0,1,0,1,0,0,0,12.52666721070004
670,39,8,101928.51,1,0,0,89205.54,0,1,0.0,1,0,0,0,1,0,0,0,11.532036774930262
679,28,9,0.0,2,0,1,61761.77,0,0,0.0,0,0,1,0,0,0,0,0,0.0
850,39,6,0.0,2,1,0,103921.43,0,0,0.0,0,0,1,0,1,0,0,0,0.0
670,35,2,79585.96,1,0,1,198802.9,0,1,79585.96,0,1,0,0,1,0,0,0,11.284605539317184
733,24,3,161884.99,1,1,1,9617.24,0,1,161884.99,0,0,0,0,0,0,0,0,11.994647601023281
764,39,1,129068.54,2,1,1,187905.12,0,1,129068.54,0,0,0,0,1,0,0,0,12.461249914537081
673,42,4,0.0,2,1,0,121440.8,0,0,0.0,0,0,0,0,0,1,0,0,0.0
588,49,6,132623.76,3,1,0,36292.94,1,1,0.0,1,1,0,1,0,1,0,0,12.893886328243088
564,31,5,121461.87,1,1,1,20432.09,1,1,121461.87,0,0,1,1,1,0,0,0,11.707363898350732
715,32,8,175307.32,1,1,0,187051.23,0,1,0.0,1,0,0,1,1,0,0,0,12.074301531277646
621,31,7,136658.61,1,1,1,148689.13,0,1,136658.61,0,0,0,1,1,0,0,0,11.825248514532952
796,23,3,146584.19,2,0,0,125445.8,0,1,0.0,1,0,1,0,0,0,0,0,12.588505809707481
672,34,6,0.0,1,0,0,22736.06,0,0,0.0,0,0,0,1,1,0,0,0,0.0
527,46,10,131414.76,1,1,0,54947.51,0,1,0.0,1,0,1,0,0,1,0,0,11.786121316957725
722,38,3,0.0,2,0,1,167984.72,0,0,0.0,0,0,0,0,1,0,0,0,0.0
596,34,4,99441.21,2,0,1,4802.27,0,1,99441.21,0,1,0,1,1,0,0,0,12.20047410289596
746,32,4,0.0,2,1,1,72909.75,0,0,0.0,0,0,0,0,1,0,0,0,0.0
523,26,4,0.0,2,1,0,185488.81,0,0,0.0,0,0,0,0,0,0,0,0,0.0
624,44,3,0.0,2,1,0,88407.51,0,0,0.0,0,0,0,1,0,1,0,0,0.0
553,38,1,181110.13,2,1,0,184544.59,0,1,0.0,1,0,1,1,1,0,0,0,12.800010519561425
850,33,3,100476.46,2,1,1,136539.13,0,1,100476.46,0,0,1,1,1,0,0,0,12.210830907027216
599,33,2,51949.95,2,1,0,85045.92,0,1,0.0,1,1,0,1,1,0,0,0,11.55119283922497
492,35,8,121063.49,1,0,0,85421.48,0,1,0.0,1,0,0,1,1,0,0,0,11.70407865780465
707,48,8,88441.64,1,1,1,119903.2,1,1,88441.64,0,0,1,1,0,1,0,0,11.390109485272127
743,30,1,127023.39,1,1,1,138780.89,0,1,127023.39,0,0,0,0,1,0,0,0,11.752134394246111
522,41,5,144147.68,1,1,1,14789.9,0,1,144147.68,0,0,0,1,0,1,0,0,11.87860054589663
681,57,2,173306.13,1,0,1,131964.66,0,1,173306.13,0,0,1,0,0,0,1,0,12.062820617384777
826,49,0,0.0,1,0,0,178709.98,1,0,0.0,0,0,0,0,0,1,0,0,0.0
630,28,8,106425.75,1,1,1,20344.84,0,1,106425.75,0,1,0,0,0,0,0,0,11.575212234065976
430,66,6,135392.31,2,1,1,172852.06,1,1,135392.31,0,1,0,0,0,0,0,1,12.509082716690063
806,67,1,0.0,2,0,1,103945.58,0,0,0.0,0,0,0,0,0,0,0,1,0.0
703,39,6,152685.4,1,0,0,183656.12,0,1,0.0,1,0,1,1,1,0,0,0,11.936141423717084
755,38,1,82083.52,1,0,1,10333.78,0,1,82083.52,0,1,0,0,1,0,0,0,11.315504727114519
612,63,2,131629.17,2,1,0,122109.58,1,1,0.0,1,0,1,0,0,0,0,1,12.480894908948983
719,54,7,0.0,2,1,1,125041.52,0,0,0.0,0,0,0,0,0,0,1,0,0.0
554,55,0,108477.27,1,0,1,140003.0,1,1,108477.27,0,1,0,0,0,0,1,0,11.59430515540694
683,30,4,114779.35,1,0,0,183171.47,0,1,0.0,1,0,0,1,1,0,0,0,11.650775580969432
749,41,5,57568.94,1,1,1,61128.29,0,1,57568.94,0,0,0,1,0,1,0,0,10.960755835459828
724,36,1,0.0,2,1,0,52462.25,0,0,0.0,0,0,1,1,1,0,0,0,0.0
770,30,8,0.0,2,0,1,50839.85,0,0,0.0,0,0,1,1,1,0,0,0,0.0
680,37,4,0.0,2,1,0,61240.87,0,0,0.0,0,0,0,1,1,0,0,0,0.0
699,32,4,110559.46,1,1,1,127429.56,0,1,110559.46,0,0,0,0,1,0,0,0,11.6133177996296
442,34,4,0.0,2,1,0,68343.08,0,0,0.0,0,0,0,1,1,0,0,0,0.0
529,46,8,0.0,1,0,0,126511.94,1,0,0.0,0,0,0,1,0,1,0,0,0.0
574,36,3,0.0,2,1,1,8559.66,0,0,0.0,0,0,1,1,1,0,0,0,0.0
605,33,9,128152.82,1,0,0,147822.81,0,1,0.0,1,0,0,1,1,0,0,0,11.760986540165735
515,45,7,120961.5,3,1,1,39288.11,1,1,120961.5,0,1,0,1,0,1,0,0,12.801842636492184
632,65,6,129472.33,1,1,1,85179.48,0,1,129472.33,0,1,0,1,0,0,0,1,11.771230192966005
558,32,10,105000.23,1,1,0,190019.61,0,1,0.0,1,0,0,1,1,0,0,0,11.561727343356763
434,55,8,109339.17,2,1,0,96405.88,1,1,0.0,1,1,0,1,0,0,1,0,12.29536173489573
525,59,6,55328.4,1,1,0,83342.73,1,1,0.0,1,0,0,0,0,0,1,0,10.92105969180661
640,23,3,72012.76,1,1,0,161333.13,0,1,0.0,1,1,0,1,0,0,0,0,11.1846124908499
690,36,6,110480.48,1,0,0,81292.33,0,1,0.0,1,0,0,0,1,0,0,0,11.612603184083238
607,34,9,132439.99,1,1,0,177747.72,0,1,0.0,1,0,1,1,1,0,0,0,11.7938924667163
850,46,3,0.0,2,1,1,187980.21,0,0,0.0,0,0,0,0,0,1,0,0,0.0
780,34,5,94108.54,2,1,0,177235.21,0,1,0.0,1,1,0,1,1,0,0,0,12.145356569531932
616,28,10,105173.99,1,0,1,29835.37,1,1,105173.99,0,1,0,0,0,0,0,0,11.563380813379087
618,40,8,0.0,2,1,0,80204.38,0,0,0.0,0,0,1,0,0,1,0,0,0.0
676,29,7,131959.86,1,0,0,189268.81,0,1,0.0,1,0,0,1,0,0,0,0,11.790260642447683
507,33,7,0.0,2,1,1,85411.01,0,0,0.0,0,0,0,1,1,0,0,0,0.0
490,34,5,122952.9,2,0,0,154360.97,0,1,0.0,1,0,0,1,1,0,0,0,12.412707881339623
678,36,0,107379.68,1,1,1,84460.18,0,1,107379.68,0,0,0,1,1,0,0,0,11.58413555660691
637,30,6,122641.56,2,1,0,65618.01,0,1,0.0,1,1,0,1,1,0,0,0,12.410172491094382
602,33,8,0.0,2,1,1,112928.74,0,0,0.0,0,0,0,0,1,0,0,0,0.0
744,30,1,124037.28,1,1,1,142210.94,0,1,124037.28,0,0,1,0,1,0,0,0,11.728345506623565
640,50,9,117565.03,2,0,0,82559.77,0,1,0.0,1,0,0,0,0,0,1,0,12.367898339795921
684,38,5,133189.4,1,0,0,127388.06,0,1,0.0,1,0,0,0,1,0,0,0,11.799534962419036
495,39,8,120252.02,2,1,1,10160.23,0,1,120252.02,0,1,0,1,1,0,0,0,12.390496324649328
559,28,3,152264.81,1,0,0,64242.31,0,1,0.0,1,1,0,0,0,0,0,0,11.93338302254543
684,38,5,105069.98,2,1,1,198355.28,0,1,105069.98,0,0,0,1,1,0,0,0,12.255533822615314
613,42,7,115076.06,1,1,1,79323.61,0,1,115076.06,0,0,0,1,0,1,0,0,11.653357269893887
794,30,8,0.0,2,1,1,24113.91,0,0,0.0,0,0,0,1,1,0,0,0,0.0
736,42,7,117280.23,3,0,0,41921.06,1,1,0.0,1,0,0,0,0,1,0,0,12.770936609096744
692,49,6,110540.43,2,0,1,107472.99,0,1,110540.43,0,1,0,1,0,1,0,0,12.306288319155883
703,36,7,135095.47,1,1,0,143859.66,0,1,0.0,1,0,1,1,1,0,0,0,11.81374439481344
720,23,0,187861.18,2,1,1,104120.17,0,1,187861.18,0,1,0,1,0,0,0,0,12.836608406898232
777,44,3,124655.59,2,0,1,79792.3,0,1,124655.59,0,1,0,1,0,1,0,0,12.426461125117232
653,44,8,0.0,2,1,1,154639.72,0,0,0.0,0,0,0,1,0,1,0,0,0.0
552,38,9,134105.01,1,0,0,57850.1,0,1,0.0,1,0,0,0,1,0,0,0,11.806385885566026
708,34,4,0.0,1,1,1,62868.33,0,0,0.0,0,0,0,0,1,0,0,0,0.0
647,40,9,0.0,2,0,1,92357.21,0,0,0.0,0,0,0,0,0,1,0,0,0.0
597,52,8,83693.34,2,1,1,161083.53,0,1,83693.34,0,1,0,1,0,0,1,0,12.028067838152358
501,42,9,114631.23,1,0,1,91429.74,0,1,114631.23,0,0,0,1,0,1,0,0,11.649484282814973
709,44,9,128601.98,1,1,0,117031.2,0,1,0.0,1,0,0,1,0,1,0,0,11.76448526314548
621,34,2,91258.52,2,1,0,44857.4,0,1,0.0,1,1,0,0,1,0,0,0,12.11460429643448
799,70,8,70416.75,1,1,1,36483.52,0,1,70416.75,0,0,0,1,0,0,0,1,11.162200641048353
675,33,6,0.0,2,1,0,34045.61,0,0,0.0,0,0,0,0,1,0,0,0,0.0
561,35,5,0.0,2,1,0,59981.62,0,0,0.0,0,0,0,0,1,0,0,0,0.0
